	clustering coefficient
YPR018W	0.09131205673758866
YHR208W	0.3484848484848485
YEL009C	0.2025383395029085
YPL227C	0.1893939393939394
YHR139C	0.3333333333333333
YLR045C	0.27076923076923076
YHR169W	0.1797979797979798
YMR029C	0.21568627450980393
YPR019W	0.237012987012987
YOL105C	0.5897435897435898
YMR216C	0.07562136435748282
YML028W	0.2957957957957958
YIL020C	0.4
YHR076W	0.2
YKL160W	0.2964426877470356
YOL040C	0.641958041958042
YDR386W	0.11746031746031746
YIL116W	0.5238095238095238
YPL126W	0.43435635123614663
YOR196C	0.20512820512820512
YMR031C	0.23697478991596638
YKL041W	0.6388888888888888
YLL043W	0.1631578947368421
YDR285W	0.14285714285714285
YML015C	0.5217391304347826
YCL010C	0.18524458700882118
YHL048W	0.195578231292517
YER048C	0.3090909090909091
YJR052W	0.4230769230769231
YKL103C	0.13356562137049943
YGL054C	0.2103386809269162
YBL022C	0.33766233766233766
YKL028W	0.20507399577167018
YDL061C	0.35
YKL035W	0.32971014492753625
YLR362W	0.09292929292929293
YBL047C	0.16943521594684385
YER154W	0.2
YCR069W	0.6666666666666666
YOL016C	0.07645687645687646
YIL125W	0.1586452762923351
YDR026C	0.28104575163398693
YAR014C	0.045548654244306416
YNL333W	0.26666666666666666
YDL165W	0.19298245614035087
YKL072W	0.32727272727272727
YDL051W	0.21322537112010798
YBR061C	0.5
YPL183C	0.4
YPL217C	0.3252682516305491
YMR064W	0.3333333333333333
YNL073W	0.1380952380952381
YNL016W	0.24390243902439024
YLL050C	0.13690476190476192
YMR092C	0.42424242424242425
YOR069W	0.18064516129032257
YOR136W	0.2329268292682927
Q0050	0.3333333333333333
YPR140W	0.3939393939393939
YKL014C	0.3006839945280438
YER059W	0.2571428571428571
YNL246W	0.3333333333333333
YNL023C	0.16993464052287582
YDL200C	0.11695906432748537
YGL121C	0.12121212121212122
YDR217C	0.35
YGR279C	0.3484848484848485
YFL037W	0.17156527682843473
YKL013C	0.5359477124183006
YPL131W	0.31086318261890783
YBL017C	0.2
YML067C	0.19696969696969696
YMR148W	0.15789473684210525
YJL138C	0.13132911392405064
YBL092W	0.6518177163338453
YHR065C	0.18181818181818182
YGL058W	0.21957671957671956
YLR377C	0.10160427807486631
YLR457C	0.14624505928853754
YBR234C	0.2597560975609756
YER161C	0.08773784355179703
YLR389C	0.2857142857142857
YMR053C	0.1308488612836439
YAR003W	0.28104575163398693
YFR021W	0.09885057471264368
YFR029W	0.28205128205128205
YAL036C	0.33048433048433046
YAL027W	0.1592741935483871
YEL062W	0.46153846153846156
YGL245W	0.08547008547008547
YDR495C	0.5164835164835165
YMR232W	0.10714285714285714
YJL077C	0.0
YGR198W	0.24166666666666667
YLR380W	0.3090909090909091
YDR300C	0.19166666666666668
YBR149W	0.4722222222222222
YCL027W	0.0784313725490196
YLR117C	0.36363636363636365
YBL084C	0.1744186046511628
YDR335W	0.12895927601809956
YMR072W	0.3086734693877551
YDR516C	0.19230769230769232
YGR232W	0.4878048780487805
YDR303C	0.4117647058823529
YMR091C	0.4219858156028369
YGR142W	0.12923076923076923
YBR161W	0.3333333333333333
YOR101W	0.36363636363636365
YMR264W	0.22413793103448276
YLR221C	0.2845849802371542
YLR343W	0.19852941176470587
YOR234C	0.5525846702317291
YMR089C	0.4444444444444444
YOR347C	0.5277777777777778
YHL019C	0.16666666666666666
YGL113W	0.26666666666666666
YJL014W	0.1129663986806844
YLL021W	0.13510520487264674
YCL057W	0.7333333333333333
YOR192C	0.4666666666666667
YKL051W	0.33163265306122447
YBL076C	0.28835978835978837
YJL110C	0.09272151898734177
YKL065C	0.17358270017533606
YPL262W	0.47619047619047616
YDR453C	0.20833333333333334
YKL155C	0.4719512195121951
YBL089W	0.0
YDR166C	0.30434782608695654
YHR077C	0.25833333333333336
YMR219W	0.30303030303030304
YDL235C	0.2878787878787879
YOR301W	0.3090909090909091
YML029W	0.12436974789915967
YMR173W	0.2
YLR133W	0.35555555555555557
YIR015W	0.75
YNL221C	0.46153846153846156
YJL001W	0.5483870967741935
YDR505C	0.2904761904761905
YOR011W	0.03529411764705882
YJL141C	0.08143839238498149
YMR129W	0.3077816492450639
YDR041W	0.7537878787878788
YGR261C	0.1871345029239766
YPL015C	0.8333333333333334
YBL078C	0.10344827586206896
YHL011C	0.3353846153846154
YGL059W	0.06281920326864147
YAL024C	0.04302019315188762
YPR145W	0.38461538461538464
YML126C	0.2962962962962963
YBL024W	0.1949579831932773
YOR119C	0.1839080459770115
YKR083C	0.17971014492753623
YNL323W	0.25274725274725274
YHR072W	0.41904761904761906
YER035W	0.2222222222222222
YIL139C	0.16666666666666666
YBR131W	0.4
YDL077C	0.2698412698412698
YHR028C	0.3333333333333333
YDL007W	0.42835595776772245
YDR036C	0.6340579710144928
YJR113C	0.6912878787878788
YOL070C	0.2904761904761905
YJL074C	0.1807909604519774
Q0130	0.3333333333333333
YDL035C	0.4444444444444444
YIL033C	0.11336032388663968
YIL046W	0.1383399209486166
YGL238W	0.2631578947368421
YOR185C	0.2206896551724138
YLR351C	0.6666666666666666
YOR043W	0.23076923076923078
YOL130W	0.20588235294117646
YPL186C	0.4722222222222222
YGR253C	0.4365750528541226
YBR172C	0.33992094861660077
YNR052C	0.19060283687943264
YER038C	0.5333333333333333
YIR002C	0.21578947368421053
YJR014W	0.3684210526315789
YAR031W	0.21794871794871795
YLR344W	0.4173387096774194
YDR148C	0.26153846153846155
YHR001W-A	0.5714285714285714
YNL149C	0.26373626373626374
YAL031C	0.3333333333333333
YLR025W	0.18129938542581212
YER003C	0.4722222222222222
YER064C	0.06666666666666667
YCR042C	0.3063063063063063
YDR297W	0.42424242424242425
YPL076W	0.2489772063120982
YDR146C	0.17305458768873402
YDR045C	0.6011396011396012
YML092C	0.4097452934662237
YBR141C	0.3333333333333333
YDR372C	0.3391812865497076
YBR212W	0.13186813186813187
YDR479C	0.09523809523809523
YKL116C	0.11932773109243698
YMR203W	0.18181818181818182
YFL013C	0.36666666666666664
YNL215W	0.6284584980237155
YBR011C	0.1758454106280193
YGL092W	0.46702317290552586
YLL006W	0.15897435897435896
YGL125W	0.5333333333333333
YLR406C	0.5846560846560847
YOL165C	0.0
YGR284C	0.136986301369863
YJR085C	0.8333333333333334
YBR263W	0.41818181818181815
YOR141C	0.24244897959183673
YBR135W	0.13429951690821257
YCR024C	0.18181818181818182
YDL047W	0.0744047619047619
YGR184C	0.16995073891625614
YNR036C	0.5661764705882353
YMR055C	0.3717948717948718
YNL287W	0.24404761904761904
YLR376C	0.4
YCL026C-A	0.0
YDR385W	0.18860244233378562
YGL002W	0.38461538461538464
YER069W	0.4166666666666667
YAL014C	0.4
YOR106W	0.20504201680672268
YDL025C	0.1836734693877551
YIL085C	1.0
YAL021C	0.19183673469387755
YNL078W	0.16216216216216217
YKL135C	0.17825311942959002
YCR105W	0.21428571428571427
YLR276C	0.43609022556390975
YER049W	0.21978021978021978
YOR163W	0.4
YLL048C	0.2597402597402597
YFR046C	0.3247863247863248
YGL013C	0.2885375494071146
YLR026C	0.11196003526300323
YGL256W	0.16339869281045752
YLR210W	0.6666666666666666
YDL070W	0.12311265969802555
YMR037C	0.1339031339031339
YOR130C	0.2
YAL022C	0.3333333333333333
YNL049C	0.29523809523809524
YJR151C	0.0
YJR104C	0.2210144927536232
YIL146C	0.13333333333333333
YKR013W	0.3333333333333333
YGR229C	0.12612612612612611
YGR004W	0.6190476190476191
YCR091W	0.08143939393939394
YBR299W	0.32142857142857145
YML062C	0.15331010452961671
YBL021C	0.10714285714285714
YGL161C	0.23333333333333334
YHR105W	0.08421052631578947
YKL004W	0.14855072463768115
YER020W	0.20074005550416282
YIL009W	0.2857142857142857
YML086C	0.1524966261808367
YBR026C	0.3
YDR419W	0.16483516483516483
YLR005W	0.3952380952380952
YML088W	0.30039525691699603
YDR052C	0.2898550724637681
YPR138C	0.4842105263157895
YGL029W	0.6071428571428571
YPL206C	0.9
YDR097C	0.3560606060606061
YLR054C	1.0
YML094W	0.37362637362637363
YJL065C	0.2222222222222222
YGR175C	0.2578947368421053
YMR202W	0.49166666666666664
YDR233C	0.24041811846689895
YIL027C	0.2172043010752688
YOR167C	0.4175824175824176
YOR177C	0.14619883040935672
YDL147W	0.1997760358342665
YEL037C	0.16666666666666666
YJL081C	0.3787561146051712
YDL101C	0.06688311688311688
YKR014C	0.31264367816091954
YOR375C	0.32105263157894737
YDR395W	0.20362903225806453
YOL090W	0.14743589743589744
YMR197C	0.3732193732193732
YLR099W-A	1.0
YFR036W	0.5073529411764706
YLR127C	0.4601449275362319
YPL208W	0.2727272727272727
YBR004C	0.5
YMR009W	0.5
YIL018W	0.5870614035087719
YML056C	0.22983682983682985
YNL277W	0.39285714285714285
YGL050W	0.2
YKR066C	0.3076923076923077
YNL212W	0.45098039215686275
YHR123W	0.3476190476190476
YLR024C	0.2463768115942029
YMR100W	0.3611111111111111
YPL060W	0.16666666666666666
YIL034C	0.2554112554112554
YAL046C	0.2
YDR098C	0.26666666666666666
YPL009C	0.31827956989247314
YEL044W	0.7581699346405228
YLR452C	0.14532019704433496
YDL149W	0.1452991452991453
YNL242W	0.42424242424242425
YJR133W	0.26666666666666666
YBR127C	0.15773809523809523
YGR155W	0.15503875968992248
YHR018C	0.6666666666666666
YBR228W	0.06666666666666667
YGR188C	0.14210526315789473
YHL025W	0.310099573257468
YPL195W	0.354978354978355
YDR092W	0.22857142857142856
YMR099C	0.35833333333333334
YMR313C	0.06666666666666667
YPR043W	0.33986928104575165
YCR017C	1.0
YHL014C	0.3974358974358974
YDR472W	0.48333333333333334
YKR067W	0.35714285714285715
YJR091C	0.08235294117647059
YFR016C	0.38181818181818183
YAR015W	0.4444444444444444
YPL094C	0.1341350601295097
YBR216C	0.7333333333333333
YNL036W	0.47619047619047616
YNL267W	0.3161764705882353
YGL026C	0.28421052631578947
YFL048C	0.21921921921921922
YOR316C	0.3956043956043956
YFR024C-A	0.0735779460298971
YDR088C	0.42105263157894735
YDR373W	0.4666666666666667
YBL107C	0.3333333333333333
YBL005W	0.18681318681318682
YFL011W	0.6666666666666666
YAL033W	0.5909090909090909
YBL018C	0.8222222222222222
YMR260C	0.3263157894736842
YLR292C	0.17011494252873563
YDL074C	0.15608465608465608
YHR149C	0.38095238095238093
YGR074W	0.3757062146892655
YOR239W	0.19852941176470587
YPL110C	0.2727272727272727
YPR132W	0.36666666666666664
YNL079C	0.38735177865612647
YBL008W	0.4678362573099415
YJL176C	0.28664731494920176
YPL249C	0.19237749546279492
YBR260C	0.12380952380952381
YHR107C	0.15218855218855218
YDL224C	0.4666666666666667
YJR006W	0.16666666666666666
YML009C	0.6785714285714286
YML031W	0.2709447415329768
YDL013W	0.10938775510204081
YMR192W	0.18333333333333332
YGL252C	0.24242424242424243
YCL052C	0.13333333333333333
YML101C	0.4444444444444444
YOR187W	0.25
YPL259C	0.2086021505376344
YIL002C	0.2545454545454545
YDR103W	0.16809116809116809
YBL031W	0.15555555555555556
YBR146W	0.6696696696696697
YGR215W	0.7225806451612903
YKL061W	0.16091954022988506
YDL160C-A	0.5606060606060606
YKL094W	0.3333333333333333
YCR014C	0.3761904761904762
YGL157W	0.32142857142857145
YGL064C	0.2857142857142857
YNL118C	0.13847117794486216
YOL149W	0.340080971659919
YER157W	0.15121951219512195
YPR113W	0.1767881241565452
YNL086W	0.11052631578947368
YPL127C	0.2702702702702703
YCR063W	0.32661290322580644
YPL269W	0.23376623376623376
YOR230W	0.2789473684210526
YBR217W	0.10935143288084465
YNL312W	0.24024390243902438
YOL164W	0.0
YBL041W	0.583743842364532
YHL027W	0.23809523809523808
YJL056C	0.47619047619047616
YGR113W	0.2233285917496444
YKL081W	0.1990622335890878
YGR013W	0.47692307692307695
YDR168W	0.1975806451612903
YIR011C	0.7333333333333333
YJL008C	0.24031007751937986
YMR258C	0.6666666666666666
YNL093W	0.2222222222222222
YDL089W	0.36363636363636365
YDR169C	0.21904761904761905
YHR209W	0.6
YGR156W	0.5800865800865801
YKL059C	0.5411255411255411
YBR188C	0.5760869565217391
YNL293W	0.08831908831908832
YML105C	0.22529644268774704
YNL087W	0.32105263157894737
YOR086C	0.3742690058479532
YIL142W	0.21417797888386123
YNL172W	0.19369369369369369
YGL127C	0.48253968253968255
YKL179C	0.11631448695983247
YPL265W	0.3218390804597701
YGL263W	0.3333333333333333
YJR095W	0.2909090909090909
YLR105C	0.10989010989010989
YOR250C	0.24736842105263157
YER054C	0.26666666666666666
YOR083W	0.10457516339869281
YOR335C	0.1592741935483871
YGR150C	0.24761904761904763
YBR093C	0.0
YGR282C	0.22077922077922077
YPR175W	0.09158186864014801
YGL237C	0.05919661733615222
YEL056W	0.2849002849002849
YMR268C	0.782051282051282
YLR019W	0.24183006535947713
YPR182W	0.4811320754716981
YPR128C	0.32967032967032966
YGL225W	0.25757575757575757
YFR011C	0.4444444444444444
YNL100W	0.75
YIL093C	0.696969696969697
YKR086W	0.45519203413940257
YPL063W	0.34782608695652173
YHR016C	0.1080958842152872
YKL096W-A	0.26666666666666666
YLR459W	0.6666666666666666
YLR388W	0.4
YFR050C	0.4735632183908046
YGR029W	0.30303030303030304
YBR295W	0.5
YLR335W	0.2912513842746401
YKL080W	0.22698412698412698
YLR057W	1.0
YMR289W	0.3333333333333333
YDL173W	0.2727272727272727
YGL039W	0.3142857142857143
YER009W	0.3076923076923077
YMR058W	0.1678520625889047
YML095C	0.13450292397660818
YKR100C	0.25
YJR097W	0.1111111111111111
YIR026C	0.23010752688172043
YMR071C	0.2554112554112554
YMR098C	0.3
YGR268C	0.35294117647058826
YLR212C	0.23157894736842105
YEL040W	0.4444444444444444
YJL063C	0.5721925133689839
YGL167C	0.20553359683794467
YBR257W	0.8666666666666667
YGR030C	0.6363636363636364
YEL060C	0.1164021164021164
YDR206W	0.18518518518518517
Q0275	0.25
YDR231C	0.21212121212121213
YGL187C	0.3201581027667984
YNL020C	0.21
YNL152W	0.25274725274725274
YOR134W	0.3
YBL037W	0.19373219373219372
YOR212W	0.14126984126984127
YDR465C	0.3888888888888889
YIL043C	0.23448275862068965
YHR005C	0.10541310541310542
YKR059W	0.2057142857142857
YIL115C	0.2987755102040816
YPR185W	0.28205128205128205
YGR071C	0.21428571428571427
YIL021W	0.21944922547332185
YCL036W	0.2
YJL069C	0.38974358974358975
YDR532C	0.3611111111111111
YKL006W	0.27453769559032715
YMR266W	0.6666666666666666
YFR051C	0.2280487804878049
YPL174C	0.10208507089241034
YHR204W	0.21428571428571427
YLR028C	0.3790849673202614
YNR034W	0.27205882352941174
YIL047C	0.26666666666666666
YOR352W	0.4
YDR434W	0.3076923076923077
YNL222W	0.3333333333333333
YNL032W	0.2727272727272727
YNL056W	0.5
YHR001W	0.38961038961038963
YNL059C	0.5907692307692308
YKL002W	0.19473684210526315
YKL185W	0.23674242424242425
YAL012W	0.3076923076923077
YNL064C	0.2092343658679135
YDL209C	0.4132730015082956
YDR163W	0.7121212121212122
YJR063W	0.43304843304843305
YLR368W	0.06060606060606061
YAL009W	0.2222222222222222
YMR269W	0.5111111111111111
YML072C	0.2041958041958042
YER075C	0.1388888888888889
YBR253W	0.44033302497687327
YMR008C	0.3
YER095W	0.13333333333333333
YNL025C	0.12657004830917876
YPR069C	0.32727272727272727
YGR138C	0.52
YBL075C	0.1121099947117927
YBR162C	0.2967032967032967
YGR134W	0.4166666666666667
YKR095W	0.2733333333333333
YER127W	0.23076923076923078
YNL290W	0.3129445234708393
YGR094W	0.2037037037037037
YHL010C	0.17653276955602537
YGL040C	0.6666666666666666
YNL091W	0.1532976827094474
YKR041W	0.25
YMR230W	0.39928698752228164
YAL040C	0.1830065359477124
YDR545W	0.6428571428571429
YJL217W	0.38095238095238093
YKL152C	0.24830917874396136
YNR054C	0.4064102564102564
YNL180C	0.23809523809523808
YNL088W	0.2413793103448276
YJL189W	0.15833333333333333
YAL030W	0.2934472934472934
YPR131C	0.4166666666666667
YGR009C	0.17204301075268819
YGR008C	0.3055555555555556
YEL030W	0.08831908831908832
YKL191W	0.2761904761904762
YNL257C	0.5714285714285714
YER031C	0.20833333333333334
YGR089W	0.19675675675675675
YGR275W	0.29340592861464004
YDR341C	0.4909090909090909
YIR039C	0.0
YKL109W	0.1503267973856209
YPL145C	0.1623931623931624
YIL064W	0.6666666666666666
YFL050C	0.3333333333333333
YKL190W	0.20512820512820512
YBR023C	0.1402116402116402
YLR242C	0.0
YDR345C	0.42857142857142855
YDL039C	0.14285714285714285
YER047C	0.18571428571428572
YDR032C	0.21258503401360543
YPL172C	0.16666666666666666
YKL089W	0.24301075268817204
YLR396C	0.37037037037037035
YML120C	0.42857142857142855
YER183C	0.6666666666666666
YLR120C	0.1
YIL004C	0.24598930481283424
YAL053W	0.2623655913978495
YCR030C	0.174390243902439
YER067W	0.6
YLR052W	0.36174242424242425
YPR058W	0.2222222222222222
YDR311W	0.14408602150537633
YMR247C	0.42857142857142855
YNL065W	0.2727272727272727
YIL134W	0.0
YDR229W	0.13060109289617486
YJL198W	0.30303030303030304
YOL112W	0.2727272727272727
YIL155C	0.4
YAR042W	0.16666666666666666
YJL157C	0.13911290322580644
YMR199W	0.2727272727272727
YJL143W	0.38562091503267976
YPL173W	0.3660130718954248
YGR165W	0.5888888888888889
YNL137C	0.7701612903225806
YGR099W	0.1830065359477124
YML011C	0.41025641025641024
YMR127C	0.12554112554112554
YOR164C	0.34065934065934067
YDR496C	0.40905971173644473
YGR143W	0.4
YGL067W	0.09523809523809523
YGL060W	0.31076923076923074
YPR178W	0.3389656938044035
YGL148W	0.4888888888888889
YOR107W	0.32142857142857145
YML078W	0.5714285714285714
YNL274C	0.19444444444444445
YEL061C	0.22529644268774704
YEL005C	0.18850574712643678
YNL151C	0.7862318840579711
YDL078C	0.17391304347826086
YBR139W	0.2727272727272727
YFR049W	0.3090909090909091
YIL111W	0.5111111111111111
YLL029W	0.3333333333333333
YAL043C	0.26707317073170733
YLR385C	0.42857142857142855
YGR200C	0.17137096774193547
YPL023C	0.2222222222222222
YKL050C	0.1956521739130435
YCL038C	0.6666666666666666
YER072W	0.2554112554112554
YKR106W	0.3333333333333333
YDL122W	0.27472527472527475
YGR179C	0.24916943521594684
YIL063C	0.1857707509881423
YGL099W	0.3169491525423729
YPL139C	0.3310924369747899
YAL051W	0.13636363636363635
YPR169W	0.21052631578947367
YOR006C	0.4
YBR288C	0.6666666666666666
YJL136C	0.42857142857142855
YDL195W	0.25443262411347517
YLR153C	0.28349944629014395
YOR327C	0.2111111111111111
YOL059W	0.28063241106719367
YCR044C	0.4444444444444444
YMR096W	0.35555555555555557
YPL234C	0.21367521367521367
YKL006C-A	0.3790849673202614
YFL023W	0.0716674629718108
YFL027C	0.5
YBR148W	0.16483516483516483
YDR083W	0.5555555555555556
YKR099W	0.027777777777777776
YDR075W	0.17786561264822134
YOR052C	0.37777777777777777
YNL240C	0.13333333333333333
YDL113C	0.14035087719298245
YOL108C	0.11
YNR037C	0.7266666666666667
YDL020C	0.4238095238095238
YOR007C	0.41595441595441596
YFR042W	0.1388888888888889
YPR148C	0.5111111111111111
YJR080C	1.0
YMR255W	0.27472527472527475
YNL041C	0.2438423645320197
YGL077C	0.2767676767676768
YCR004C	0.5
YOL144W	0.4
YDR322C-A	0.4666666666666667
YJL207C	0.19298245614035087
YLR424W	0.2010928961748634
YGL243W	1.0
YEL027W	0.3473684210526316
YCR084C	0.11253196930946291
YLR188W	0.5
YMR157C	0.8333333333333334
YHR168W	0.3333333333333333
YER104W	0.5
YDR486C	0.41106719367588934
YLR250W	0.8
YJR101W	0.740530303030303
YGR037C	0.14623655913978495
YNL321W	0.39285714285714285
YML130C	0.2909090909090909
YLR201C	0.2857142857142857
YOR125C	0.24242424242424243
YGL222C	0.6666666666666666
YDL042C	0.16023268112109995
YJR057W	0.26666666666666666
YMR293C	0.0
YDR353W	0.2789473684210526
YCR076C	0.42857142857142855
YDL120W	0.18181818181818182
YDR418W	0.6009088479016306
YLR115W	0.49206349206349204
YIR025W	0.48095238095238096
YJL058C	0.09523809523809523
YDL022W	0.4411764705882353
YKR076W	1.0
YOR355W	0.10461538461538461
YKR034W	0.06719367588932806
YOR283W	0.4
YLR109W	0.18937198067632852
YPL119C	0.4727272727272727
YHR042W	0.23015873015873015
YIR017C	0.19230769230769232
YOL054W	0.23058823529411765
YLR079W	0.173015873015873
YMR295C	0.2087912087912088
YMR017W	0.3333333333333333
YKR039W	0.11738648947951273
YDL043C	0.1655359565807327
YDL197C	0.15384615384615385
YDR538W	0.0
YLR228C	0.3055555555555556
YNL094W	0.10810810810810811
YDR086C	0.2849002849002849
YDR369C	0.16374269005847952
YMR054W	0.2191919191919192
YOR215C	0.19047619047619047
YDR499W	0.11764705882352941
YNR022C	0.18681318681318682
YGL240W	0.36
YOR080W	0.1511627906976744
YBL038W	0.41341463414634144
YER007C-A	0.509090909090909
YDR329C	0.32679738562091504
YGL184C	0.3055555555555556
YLR309C	0.16532258064516128
YER139C	0.33063427800269907
YGR163W	0.27941176470588236
YBL046W	0.38461538461538464
YDL112W	0.3055555555555556
YKL092C	0.2222222222222222
YDR055W	0.5238095238095238
YNL279W	0.09523809523809523
YOL025W	0.5555555555555556
YIL079C	0.25833333333333336
YKL091C	0.24242424242424243
YJR042W	0.42165242165242167
YNL021W	0.1619047619047619
YDR106W	0.6
YMR294W	0.17195767195767195
YGL011C	0.3464646464646465
YIR030C	0.0
YGL009C	0.2987012987012987
YBR273C	0.2564102564102564
YPR102C	0.358974358974359
YKR010C	0.35968379446640314
YDR223W	0.26666666666666666
YGL124C	0.2857142857142857
YKR104W	0.028985507246376812
YNL336W	0.23809523809523808
YMR177W	0.6666666666666666
YMR145C	0.23529411764705882
YGL012W	0.34
YJR034W	0.1
YDL150W	0.5704099821746881
YER106W	0.23809523809523808
YOR207C	0.43108233117483813
YDR308C	0.4425087108013937
YOR021C	0.6190476190476191
YNL012W	0.6
YGL216W	0.11764705882352941
YJL212C	0.37777777777777777
YMR270C	0.33088235294117646
YHR153C	0.0
YKL119C	0.34545454545454546
YHL031C	0.36666666666666664
YGR278W	0.6566666666666666
YBL103C	0.11962833914053426
YIR023W	0.08333333333333333
YHR101C	0.5
YMR200W	0.3333333333333333
YMR140W	0.17478991596638654
YNL074C	0.18382352941176472
YER010C	0.5
YJR140C	0.27941176470588236
YOR099W	0.35714285714285715
YBR086C	0.16666666666666666
YGR095C	0.5177865612648221
YOL142W	0.6535947712418301
YDL081C	0.3794466403162055
YPR086W	0.15366001209921354
YFL022C	0.34502923976608185
YLR060W	0.20652173913043478
YML035C	0.16017316017316016
YBL063W	0.12380952380952381
YMR016C	0.05555555555555555
YPL169C	0.24745762711864408
YER043C	0.16995073891625614
YLR442C	0.22323232323232323
YGR295C	0.16911764705882354
YGR248W	0.3333333333333333
YML129C	0.36231884057971014
YGR046W	0.0
YER045C	0.15384615384615385
YIL112W	0.21052631578947367
YDR414C	0.12436974789915967
YEL004W	0.0
YLR154C	0.26666666666666666
YPL281C	0.0
YOR004W	0.4393939393939394
YAR027W	0.11654135338345864
YDL198C	0.21212121212121213
YDL110C	0.16666666666666666
YGR171C	0.3333333333333333
YDR504C	0.3333333333333333
YGR234W	0.2304421768707483
YFL014W	0.41025641025641024
YLR214W	0.26666666666666666
YIL140W	0.23809523809523808
YBR070C	0.42857142857142855
YGL047W	0.8333333333333334
YHR143W	0.42857142857142855
YDR277C	0.17753623188405798
YDR443C	0.4425087108013937
YOR020C	0.21666666666666667
YER090W	0.3115942028985507
YKR003W	0.2679738562091503
YGR186W	0.4246068455134135
YPR026W	0.6666666666666666
YMR315W	0.27941176470588236
YDL202W	0.3333333333333333
YER070W	0.2572463768115942
YLR110C	0.6153846153846154
YGL100W	0.2522448979591837
YKL216W	0.5
YPL249C-A	0.47013855709507885
YBR163W	0.8666666666666667
YGL051W	0.09758454106280193
YNL208W	0.3626373626373626
YEL020W-A	0.43636363636363634
YOR297C	0.32727272727272727
YLR394W	0.17582417582417584
YHR146W	0.42857142857142855
YLR003C	0.15810276679841898
YBR166C	0.2857142857142857
YLR305C	0.14285714285714285
YNR018W	0.37254901960784315
YCR081W	0.7182795698924731
YLL015W	0.2564102564102564
YIL150C	0.2706552706552707
YDR252W	0.28095238095238095
YBL085W	0.10240655401945725
YKL085W	0.12903225806451613
YDR265W	0.36257309941520466
YNL329C	0.43956043956043955
YCR010C	0.3333333333333333
YNR002C	0.3333333333333333
YMR026C	0.5164835164835165
YIL066C	0.14285714285714285
YLR011W	0.0
YOR028C	0.18128654970760233
YLR182W	0.15915915915915915
YOR195W	0.14512195121951219
YHR051W	0.5
YDL128W	0.23076923076923078
YPL170W	0.18333333333333332
YDR318W	0.3763440860215054
YGR135W	0.2996632996632997
YDR152W	0.25274725274725274
YLR313C	0.07142857142857142
YLR319C	0.1532976827094474
YLR397C	0.22807017543859648
YOL032W	0.5
YBL061C	0.14285714285714285
YDR115W	0.2857142857142857
YGL220W	0.3611111111111111
YKL069W	0.4
YBR213W	0.0
YOR254C	0.16188714153561518
YBL102W	0.2714285714285714
YPR167C	0.23809523809523808
YDR034C	0.2
YML060W	0.5
YMR241W	0.28063241106719367
YDR332W	0.2
YNL271C	0.1696969696969697
YOR265W	0.32727272727272727
YGR204W	0.2571428571428571
YIL137C	0.47619047619047616
YLL040C	0.2518939393939394
YBR175W	0.2
YKL048C	0.0665024630541872
YKL026C	0.3333333333333333
YGL006W	0.21774193548387097
YBL106C	0.08333333333333333
YDR296W	0.4363233665559247
YBR157C	0.23076923076923078
YGL004C	0.8701298701298701
YNL283C	0.5105263157894737
YDR208W	0.16666666666666666
YFL034C-A	0.2222222222222222
YJR075W	0.47435897435897434
YHR191C	0.5
YER123W	0.15441176470588236
YGR264C	0.3142857142857143
YKR092C	0.30434782608695654
YKL042W	0.15942028985507245
YIL128W	0.12318840579710146
YOL043C	0.2
YGL056C	0.43873517786561267
YDR288W	0.11666666666666667
YLR007W	0.42857142857142855
YNL145W	0.6153846153846154
YLR093C	0.14586357039187228
YJR060W	0.18461538461538463
YJR136C	0.6666666666666666
YBR107C	0.3169230769230769
YPL010W	0.6571428571428571
YPL241C	0.0
YJL126W	0.0
YBR020W	0.08333333333333333
YPL248C	0.19559651817716334
YNL141W	0.3333333333333333
YEL031W	0.42424242424242425
YDR436W	0.3464052287581699
YJR134C	0.20967741935483872
YJR160C	0.2
YHR013C	0.2860215053763441
YHR100C	1.0
YEL041W	0.16666666666666666
YMR299C	0.21212121212121213
YGL141W	0.4
YDR070C	0.2857142857142857
YHR108W	0.2128205128205128
YPL013C	0.6078431372549019
YGL174W	0.5
YPL230W	0.6666666666666666
YJL196C	0.3619047619047619
YDR334W	0.367816091954023
YBL011W	0.1225296442687747
YKL058W	0.4666666666666667
YJL117W	0.23058823529411765
YMR086W	0.27832512315270935
YML106W	0.2571428571428571
YGR227W	0.4
YGR249W	0.16911764705882354
YMR162C	0.22727272727272727
YHR117W	0.24307692307692308
YGR196C	0.2857142857142857
YDR469W	0.4835164835164835
YDR502C	0.2676923076923077
YMR256C	0.24358974358974358
YLR016C	0.18181818181818182
YNR024W	0.32666666666666666
YDR475C	0.39285714285714285
YGL198W	0.30303030303030304
YGL210W	0.20615384615384616
YJL102W	0.6666666666666666
YLL022C	0.2512315270935961
YCR079W	0.03
YGR193C	0.3111111111111111
YKR057W	0.3
YDR490C	0.12318840579710146
YBR265W	0.4
YJR053W	0.20526315789473684
YER034W	0.5
YMR011W	0.325
YDR046C	0.4393939393939394
YHR170W	0.2540834845735027
YHR079C-A	0.06666666666666667
YDL188C	0.18173758865248227
YLR181C	0.3
YMR056C	0.3055555555555556
YDR460W	0.2904761904761905
YOR133W	0.22401656314699794
YNL231C	0.7619047619047619
YFR013W	0.5652173913043478
